elapsed time sensors,current,voltage,acc x (IMU),acc y (IMU),W (IMU),vel encoder,safety_value,throttle,steering
3167.3505859375,0.0,0.0,-0.5400000214576721,-0.30000001192092896,0.0,0.0,0.0,0.24286000430583954,-0.0
3167.451416015625,0.0,0.0,-0.5400000214576721,-0.27000001072883606,0.0,0.0,0.0,0.24286000430583954,-0.0
3167.551025390625,0.0,0.0,-0.5199999809265137,-0.3199999928474426,0.0,0.0,0.0,0.24286000430583954,-0.0
3167.654052734375,0.0,0.0,-0.5,-0.30000001192092896,0.0,0.0,0.0,0.24286000430583954,-0.0
3167.751220703125,0.0,0.0,-0.5400000214576721,-0.28999999165534973,0.0,0.0,0.0,0.24286000430583954,-0.0
3167.851318359375,0.0,0.0,-0.5199999809265137,-0.3100000023841858,0.0,0.0,0.0,0.24286000430583954,-0.0
3167.950439453125,0.0,0.0,-0.5299999713897705,-0.27000001072883606,0.0,0.0,0.0,0.24286000430583954,-0.0
3168.05078125,0.0,0.0,-0.5699999928474426,-0.3100000023841858,0.0,0.0,0.0,0.24286000430583954,-0.0
3168.150390625,0.0,0.0,-0.5400000214576721,-0.27000001072883606,0.0,0.0,0.0,0.24286000430583954,-0.0
3168.250244140625,0.0,0.0,-0.5199999809265137,-0.3100000023841858,-0.0,0.0,0.0,0.24286000430583954,0.0
3168.3505859375,0.0,0.0,-0.550000011920929,-0.28999999165534973,-0.0,0.0,1.0,0.24286000430583954,0.08078189194202423
3168.451904296875,0.0,0.0,-0.5099999904632568,-0.44999998807907104,-0.0,0.0,1.0,0.24286000430583954,0.14398467540740967
3168.551025390625,0.0,0.0,5.389999866485596,0.2800000011920929,0.07999999821186066,0.25999999046325684,1.0,0.24286000430583954,0.2056749016046524
3168.651611328125,0.0,0.0,2.6600000858306885,2.5199999809265137,0.25999999046325684,0.5699999928474426,1.0,0.24286000430583954,0.2667568027973175
3168.7509765625,0.0,0.0,-0.8500000238418579,-1.4600000381469727,0.6299999952316284,0.8299999833106995,1.0,0.24286000430583954,0.32690903544425964
3168.850830078125,0.0,0.0,-3.559999942779541,-1.5299999713897705,1.0499999523162842,1.0800000429153442,1.0,0.22686001658439636,0.38536638021469116
3168.951416015625,0.0,0.0,3.140000104904175,0.47999998927116394,0.8199999928474426,1.2899999618530273,1.0,0.1768600046634674,0.4425519108772278
3169.051025390625,0.0,0.0,1.0800000429153442,-2.5299999713897705,1.5499999523162842,1.3899999856948853,1.0,0.14286001026630402,0.4982041120529175
3169.152587890625,0.0,0.0,-4.130000114440918,0.44999998807907104,1.4500000476837158,1.3899999856948853,1.0,0.14286001026630402,0.5514713525772095
3169.25146484375,0.0,0.0,-6.78000020980835,4.159999847412109,2.0799999237060547,1.340000033378601,1.0,0.14286001026630402,0.6028727889060974
3169.350341796875,0.0,0.0,-0.8199999928474426,2.380000114440918,1.850000023841858,1.2899999618530273,1.0,0.14286001026630402,0.6499538421630859
3169.450439453125,0.0,0.0,-7.579999923706055,1.6100000143051147,2.049999952316284,1.190000057220459,1.0,0.14286001026630402,0.6973453760147095
3169.55078125,0.0,0.0,4.019999980926514,11.930000305175781,1.809999942779541,1.190000057220459,1.0,0.1548599898815155,0.7401379346847534
3169.650634765625,0.0,0.0,-0.7799999713897705,3.799999952316284,1.9700000286102295,1.1299999952316284,1.0,0.1548599898815155,0.7810784578323364
3169.750732421875,0.0,0.0,0.019999999552965164,-0.1899999976158142,1.909999966621399,1.1299999952316284,1.0,0.16686001420021057,0.8192688822746277
3169.851318359375,0.0,0.0,-2.8299999237060547,2.630000114440918,2.490000009536743,1.1299999952316284,1.0,0.16686001420021057,0.8543223142623901
3169.95166015625,0.0,0.0,-9.0,2.2899999618530273,2.0199999809265137,1.1299999952316284,1.0,0.16686001420021057,0.8851774334907532
3170.052001953125,0.0,0.0,-8.050000190734863,3.7699999809265137,2.1600000858306885,1.0800000429153442,1.0,0.16686001420021057,0.9130015969276428
3170.1513671875,0.0,0.0,-11.6899995803833,2.559999942779541,2.319999933242798,1.1299999952316284,1.0,0.1768600046634674,0.9365301132202148
3170.252197265625,0.0,0.0,0.6299999952316284,1.4500000476837158,2.0299999713897705,1.0800000429153442,1.0,0.16686001420021057,0.9566644430160522
3170.35107421875,0.0,0.0,-0.6499999761581421,-2.4700000286102295,2.0299999713897705,1.1299999952316284,1.0,0.1768600046634674,0.973141610622406
3170.45166015625,0.0,0.0,-1.7300000190734863,0.029999999329447746,2.0199999809265137,1.1299999952316284,1.0,0.16686001420021057,0.9856361746788025
3170.551025390625,0.0,0.0,-6.570000171661377,0.2800000011920929,2.309999942779541,1.0800000429153442,1.0,0.16686001420021057,0.9942701458930969
3170.651123046875,0.0,0.0,7.139999866485596,-0.15000000596046448,2.0799999237060547,1.1299999952316284,1.0,0.1768600046634674,0.9990390539169312
3170.750244140625,0.0,0.0,-4.760000228881836,1.4299999475479126,2.4100000858306885,1.1299999952316284,1.0,0.16686001420021057,0.9998669028282166
3170.8515625,0.0,0.0,-10.09000015258789,3.319999933242798,2.4000000953674316,1.0800000429153442,1.0,0.16686001420021057,0.9968034625053406
3170.950439453125,0.0,0.0,0.6200000047683716,-0.5199999809265137,1.909999966621399,1.0800000429153442,1.0,0.1768600046634674,0.9899330139160156
3171.050537109375,0.0,0.0,3.5399999618530273,1.9500000476837158,2.0,1.0299999713897705,1.0,0.1768600046634674,0.979019820690155
3171.151611328125,0.0,0.0,-10.1899995803833,2.880000114440918,2.0199999809265137,0.9800000190734863,1.0,0.18686001002788544,0.9636985063552856
