vicon time,vicon x,vicon y,vicon yaw,throttle,steering,safety_value,unwrapped yaw,vx_abs_filtered,vy_abs_filtered,w,ax_abs_filtered_more,ay_abs_filtered_more,acc_w,vx body,vy body,ax body no centrifugal,ay body no centrifugal,ax body,ay body
0.0,-2.916177914075744,-0.6419648378671301,-1.486176465023279,0.0,0.966142475605011,0.0,-1.4784901778585908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.050510406494140625,-2.916188438282609,-0.6419542126939789,-1.486412179856826,0.0,0.9507368206977844,0.0,-1.4787258926921378,-0.0001496289981856203,0.00013653497557649343,-0.0004205469977193781,0.0004083411145041081,-0.0006657481852695587,0.026215252539892646,-0.00014971363454925428,-0.00013644216461108477,0.000700471465378477,0.0003454024293120951,0.0007005288457211666,0.0003453394676925678
0.10092282295227051,-2.916193015056636,-0.6419510583719632,-1.4862189078134729,0.0,0.9427258372306824,0.0,-1.4785326206487848,4.121093800323092e-05,-6.718918623275506e-05,0.002645717290732645,0.0021052322958156353,-0.003005232324880878,0.006908716195465768,7.070029363100372e-05,3.484532448142561e-05,0.0031864113137379173,0.001819397506191843,0.0031865035046153988,0.0018192104532025236
0.15039539337158203,-2.916184321928607,-0.6419609238849641,-1.4861479124199597,0.0,0.9455592036247253,0.0,-1.4784616252552716,6.065210205589026e-05,-0.00016364261575789582,0.000269530028804687,-0.0026310760475389385,0.00233084680836477,-0.016822224571875075,0.00016853786694264326,4.5305304129961796e-05,-0.002563512382487471,-0.0024049557744022583,-0.0025635001713475436,-0.00240500120041839
0.19972705841064453,-2.9161870223720636,-0.6419672269555016,-1.4861922771050438,0.0,0.9481707811355591,0.0,-1.4785059899403556,-0.0002187505193066944,0.00016310835063831723,0.000983610253199455,-0.00042965625398227753,0.003073283683270059,-0.013535524911317497,-0.00018257411730054793,-0.00020278761164535295,-0.0030998014675443237,-0.00014459583759611805,-0.0031000009315183597,-0.0001444162558223724
0.25015997886657715,-2.9162061454834927,-0.6419446514479719,-1.4860497829507606,0.0,0.9483326077461243,0.0,-1.4783634957860725,1.7787623972016005e-05,0.00014296225701207347,-0.0010808360034300836,0.003523067851077971,-0.004080103642485104,-0.04806523067916156,-0.00014071014902577008,3.090728810008357e-05,0.004387869817544433,0.003131429590618627,0.004387836411834686,0.003131277506023512
0.2995023727416992,-2.9161852476062906,-0.6419529628513707,-1.4863001178570263,0.0,0.9509195685386658,0.0,-1.4786138306923382,0.00013276468294424353,-0.00024398527279391525,-0.003812113246208543,-0.0004795396342698831,-0.0002876795140811578,0.013717465995499674,0.0002551706146208425,0.00010974165941714321,0.0002423155041808059,-0.0005039850792347588,0.00024189715654728092,-0.0005030123399547195
0.34968018531799316,-2.9161929327148366,-0.6419689329126914,-1.4864291652480395,0.0,0.957506000995636,0.0,-1.4787428780833514,-2.993625943215929e-05,0.0001143323323788736,0.0002843290444323228,-0.0003637259861054335,0.0036140271784975823,0.07974806868856313,-0.0001166001031843787,-1.9299683763601294e-05,-0.00363216061320349,-2.997198326463757e-05,-0.003632166100664132,-2.9938830468718445e-05
0.3994879722595215,-2.9161882408011373,-0.6419415312645735,-1.4862716890470584,0.0,0.9532454609870911,0.0,-1.4785854018823703,9.639732216328068e-05,0.00011736540132186918,0.004161545212005911,0.0008612870499006269,-0.0009278095478063032,-0.0021358440735492986,-0.00010799048953009412,0.00010679482814605475,0.0010031754008757241,0.0007721949588056708,0.0010036198323814625,0.0007726443661103169
0.4497866630554199,-2.9161832827184515,-0.6419571838757568,-1.4860125676149205,0.0,0.9556114077568054,0.0,-1.4783262804502324,5.6284153454251786e-05,2.145258653682993e-05,7.051721723294505e-05,-0.0016191034003326013,-0.00033063593682109327,-0.04946143034533587,-1.6163750173972543e-05,5.802458599158931e-05,0.00017971806687127676,-0.00164271645761714,0.00017972215860361199,-0.0016427153177944575
