elapsed time sensors,current,voltage,acc x (IMU),acc y (IMU),W (IMU),vel encoder,safety_value,throttle,steering
4463.15185546875,0.0,0.0,-0.5099999904632568,-0.3100000023841858,-0.0,0.0,0.0,0.24286000430583954,-3.191891195797325e-16
4463.25244140625,0.0,0.0,-0.5299999713897705,-0.2800000011920929,0.0,0.0,0.0,0.24286000430583954,-3.191891195797325e-16
4463.353515625,0.0,0.0,-0.5199999809265137,-0.27000001072883606,-0.0,0.0,0.0,0.24286000430583954,-3.191891195797325e-16
4463.45166015625,0.0,0.0,-0.5299999713897705,-0.2800000011920929,0.0,0.0,0.0,0.24286000430583954,-3.191891195797325e-16
4463.5517578125,0.0,0.0,-0.5099999904632568,-0.2800000011920929,-0.0,0.0,0.0,0.24286000430583954,-3.191891195797325e-16
4463.65283203125,0.0,0.0,-0.5299999713897705,-0.30000001192092896,0.0,0.0,0.0,0.24286000430583954,-3.191891195797325e-16
4463.751953125,0.0,0.0,-0.5,-0.27000001072883606,0.0,0.0,0.0,0.24286000430583954,-3.191891195797325e-16
4463.8505859375,0.0,0.0,-0.5099999904632568,-0.30000001192092896,0.0,0.0,0.0,0.24286000430583954,-3.191891195797325e-16
4463.95068359375,0.0,0.0,-0.5099999904632568,-0.27000001072883606,-0.0,0.0,0.0,0.24286000430583954,-3.191891195797325e-16
4464.05078125,0.0,0.0,-0.5199999809265137,-0.2800000011920929,0.0,0.0,0.0,0.24286000430583954,-3.191891195797325e-16
4464.15087890625,0.0,0.0,-0.5099999904632568,-0.30000001192092896,0.0,0.0,0.0,0.24286000430583954,-3.191891195797325e-16
4464.25341796875,0.0,0.0,-0.5199999809265137,-0.28999999165534973,-0.0,0.0,0.0,0.24286000430583954,-3.191891195797325e-16
4464.35205078125,0.0,0.0,-0.5099999904632568,-0.28999999165534973,0.0,0.0,0.0,0.24286000430583954,-3.191891195797325e-16
4464.45458984375,0.0,0.0,-0.5099999904632568,-0.28999999165534973,0.0,0.0,0.0,0.24286000430583954,-3.191891195797325e-16
4464.55419921875,0.0,0.0,-0.49000000953674316,-0.30000001192092896,0.0,0.0,0.0,0.24286000430583954,-3.191891195797325e-16
4464.654296875,0.0,0.0,-0.5199999809265137,-0.27000001072883606,0.0,0.0,0.0,0.24286000430583954,-3.191891195797325e-16
4464.75244140625,0.0,0.0,-0.5199999809265137,-0.30000001192092896,0.0,0.0,0.0,0.24286000430583954,-3.191891195797325e-16
4464.85205078125,0.0,0.0,-0.5099999904632568,-0.30000001192092896,-0.0,0.0,0.0,0.24286000430583954,-3.191891195797325e-16
4464.95166015625,0.0,0.0,-0.5,-0.3100000023841858,0.0,0.0,0.0,0.24286000430583954,-3.191891195797325e-16
4465.05419921875,0.0,0.0,-0.5099999904632568,-0.3100000023841858,0.0,0.0,0.0,0.24286000430583954,-3.191891195797325e-16
4465.15283203125,0.0,0.0,-0.5099999904632568,-0.30000001192092896,0.0,0.0,0.0,0.24286000430583954,-3.191891195797325e-16
4465.25048828125,0.0,0.0,-0.5,-0.27000001072883606,-0.0,0.0,0.0,0.24286000430583954,-3.191891195797325e-16
4465.3505859375,0.0,0.0,-0.5099999904632568,-0.27000001072883606,0.0,0.0,0.0,0.24286000430583954,-3.191891195797325e-16
4465.45068359375,0.0,0.0,-0.5400000214576721,-0.28999999165534973,0.0,0.0,0.0,0.24286000430583954,-3.191891195797325e-16
4465.55078125,0.0,0.0,-0.5299999713897705,-0.3100000023841858,0.0,0.0,0.0,0.24286000430583954,-3.191891195797325e-16
4465.65283203125,0.0,0.0,-0.5199999809265137,-0.30000001192092896,0.0,0.0,0.0,0.24286000430583954,-3.191891195797325e-16
4465.75341796875,0.0,0.0,-0.5099999904632568,-0.2800000011920929,0.0,0.0,0.0,0.24286000430583954,-3.191891195797325e-16
4465.853515625,0.0,0.0,-0.5199999809265137,-0.28999999165534973,-0.0,0.0,0.0,0.24286000430583954,-3.191891195797325e-16
4465.9033203125,0.0,0.0,-0.5099999904632568,-0.28999999165534973,0.0,0.0,0.0,0.24286000430583954,-3.191891195797325e-16
4466.05322265625,0.0,0.0,-0.5299999713897705,-0.28999999165534973,0.0,0.0,0.0,0.24286000430583954,-3.191891195797325e-16
4466.15234375,0.0,0.0,-0.5199999809265137,-0.3100000023841858,0.0,0.0,0.0,0.24286000430583954,-3.191891195797325e-16
4466.20263671875,0.0,0.0,-0.5099999904632568,-0.3199999928474426,-0.0,0.0,0.0,0.24286000430583954,-3.191891195797325e-16
4466.302734375,0.0,0.0,-0.5400000214576721,-0.2800000011920929,-0.0,0.0,0.0,0.24286000430583954,-3.191891195797325e-16
4466.40625,0.0,0.0,-0.5299999713897705,-0.3100000023841858,-0.0,0.0,1.0,0.24286000430583954,-3.191891195797325e-16
4466.501953125,0.0,0.0,-1.9199999570846558,-0.18000000715255737,0.009999999776482582,0.15000000596046448,1.0,0.24286000430583954,-3.191891195797325e-16
4466.60107421875,0.0,0.0,0.41999998688697815,-0.23999999463558197,0.07000000029802322,0.36000001430511475,1.0,0.24286000430583954,-3.191891195797325e-16
4466.7001953125,0.0,0.0,2.309999942779541,-1.1799999475479126,-0.09000000357627869,0.5699999928474426,1.0,0.24286000430583954,-3.191891195797325e-16
4466.8017578125,0.0,0.0,0.47999998927116394,0.7900000214576721,0.019999999552965164,0.8299999833106995,1.0,0.24286000430583954,-3.191891195797325e-16
