elapsed time sensors,current,voltage,acc x (IMU),acc y (IMU),W (IMU),vel encoder,safety_value,throttle,steering,vicon time,vicon x,vicon y,vicon yaw
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1727426829.0666654,0.03486882380358297,-1.4689499184598491,-0.05029040849843235
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1727426829.0768902,0.0348742002104187,-1.4689437892909707,-0.05041442745214551
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1727426829.0870566,0.03486291839307773,-1.4689453165098854,-0.05041050153655354
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1727426829.0968106,0.03485263382181455,-1.4689412460745532,-0.05046826443613212
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1727426829.1069014,0.034834611431581106,-1.468934043581629,-0.050414688825751765
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1727426829.1168187,0.03485636027403951,-1.4689490204097724,-0.05035162385070651
180.04302978515625,0.0,0.0,-0.28999999165534973,-0.05999999865889549,-0.001090830541215837,0.0,0.0,0.0,0.8378345966339111,1727426829.1267018,0.034859563592973465,-1.4689478049002702,-0.050337917026395555
180.04302978515625,0.0,0.0,-0.28999999165534973,-0.05999999865889549,-0.001090830541215837,0.0,0.0,0.0,0.8378345966339111,1727426829.136753,0.034861833405899524,-1.4689433005799868,-0.05033924518184167
180.04302978515625,0.0,0.0,-0.28999999165534973,-0.05999999865889549,-0.001090830541215837,0.0,0.0,0.0,0.8378345966339111,1727426829.1469772,0.03486170200731979,-1.468948426061031,-0.05036854850013138
180.04302978515625,0.0,0.0,-0.28999999165534973,-0.05999999865889549,-0.001090830541215837,0.0,0.0,0.0,0.8378345966339111,1727426829.157131,0.034851313800221544,-1.468945989427479,-0.05026943299953283
180.04302978515625,0.0,0.0,-0.28999999165534973,-0.05999999865889549,-0.001090830541215837,0.0,0.0,0.0,0.8378345966339111,1727426829.1674678,0.034844344213053255,-1.4689444518624,-0.05038528980201295
180.04302978515625,0.0,0.0,-0.28999999165534973,-0.05999999865889549,-0.001090830541215837,0.0,0.0,0.0,0.8378345966339111,1727426829.1773877,0.034855407207385565,-1.4689491143883155,-0.050401955754014335
180.04302978515625,0.0,0.0,-0.28999999165534973,-0.05999999865889549,-0.001090830541215837,0.0,0.0,0.0,0.8378345966339111,1727426829.1876514,0.034851380911544015,-1.4689430351046509,-0.050237376640864924
180.04302978515625,0.0,0.0,-0.28999999165534973,-0.05999999865889549,-0.001090830541215837,0.0,0.0,0.0,0.8378345966339111,1727426829.1972196,0.0348446847435841,-1.4689394255257406,-0.05037159359926851
180.04302978515625,0.0,0.0,-0.28999999165534973,-0.05999999865889549,-0.001090830541215837,0.0,0.0,0.0,0.8378345966339111,1727426829.2067566,0.0348512093488093,-1.468942405657841,-0.05027829444290106
180.04302978515625,0.0,0.0,-0.28999999165534973,-0.05999999865889549,-0.001090830541215837,0.0,0.0,0.0,0.8378345966339111,1727426829.2167964,0.03485206437437807,-1.468937853834017,-0.05031837770497479
180.14230346679688,0.0,0.0,-0.20000000298023224,-0.019999999552965164,-0.001090830541215837,0.0,0.0,0.0,0.8378345966339111,1727426829.2268388,0.03485493273211356,-1.4689545919281168,-0.0503413064902593
180.14230346679688,0.0,0.0,-0.20000000298023224,-0.019999999552965164,-0.001090830541215837,0.0,0.0,0.0,0.8378345966339111,1727426829.2367516,0.034876068323611474,-1.4689467341504647,-0.05034283783379581
180.14230346679688,0.0,0.0,-0.20000000298023224,-0.019999999552965164,-0.001090830541215837,0.0,0.0,0.0,0.8378345966339111,1727426829.2469258,0.034869646614866925,-1.4689498444616627,-0.05026439769913462
180.14230346679688,0.0,0.0,-0.20000000298023224,-0.019999999552965164,-0.001090830541215837,0.0,0.0,0.0,0.8378345966339111,1727426829.2571886,0.034847825867448105,-1.4689458402708926,-0.05034821700141819
180.14230346679688,0.0,0.0,-0.20000000298023224,-0.019999999552965164,-0.001090830541215837,0.0,0.0,0.0,0.8378345966339111,1727426829.266905,0.03483916536572717,-1.4689347547575562,-0.050182064373094054
180.14230346679688,0.0,0.0,-0.20000000298023224,-0.019999999552965164,-0.001090830541215837,0.0,0.0,0.0,0.8378345966339111,1727426829.2768877,0.0348389292977436,-1.4689379791157855,-0.05033486186172635
180.14230346679688,0.0,0.0,-0.20000000298023224,-0.019999999552965164,-0.001090830541215837,0.0,0.0,0.0,0.8378345966339111,1727426829.2870007,0.03485049408882574,-1.468943980773994,-0.0502833125291306
180.14230346679688,0.0,0.0,-0.20000000298023224,-0.019999999552965164,-0.001090830541215837,0.0,0.0,0.0,0.8378345966339111,1727426829.2970216,0.034855712088552385,-1.4689394791781458,-0.05035404368266998
180.14230346679688,0.0,0.0,-0.20000000298023224,-0.019999999552965164,-0.001090830541215837,0.0,0.0,0.0,0.8378345966339111,1727426829.3067389,0.034852599875943996,-1.4689436436427383,-0.05034273977951981
180.14230346679688,0.0,0.0,-0.20000000298023224,-0.019999999552965164,-0.001090830541215837,0.0,0.0,0.0,0.8378345966339111,1727426829.316726,0.03485762051640813,-1.4689427583563395,-0.05033942936202034
180.24427795410156,0.0,0.0,-0.20999999344348907,-0.029999999329447746,0.001090830541215837,0.0,0.0,0.0,0.8378345966339111,1727426829.326798,0.03485821880191358,-1.4689423287637744,-0.05017579413196024
