vicon time,vicon x,vicon y,vicon yaw,throttle,steering,safety_value,unwrapped yaw,vx_abs_filtered,vy_abs_filtered,w,ax_abs_filtered_more,ay_abs_filtered_more,acc_w,vx body,vy body,ax body no centrifugal,ay body no centrifugal,ax body,ay body
0.0,-1.4315332817660877,-2.000150957432305,-0.061847411521992246,0.0,0.043115146458148956,0.0,-0.054161124357304136,-0.00018531479387405138,-0.0002758839010468288,-0.002875096221186797,0.0009742353164550817,-0.001098282567379389,0.027386159381597636,-0.0001701081785213364,-0.00028551130850730196,0.00103226188231355,-0.0010439322085079481,0.0010330827547977454,-0.0010444212858892077
0.05008411407470703,-1.4315425172268659,-2.0001634230893583,-0.061900586706170616,0.0,0.04280875250697136,0.0,-0.054214299541482505,0.0001079452888836711,8.542178166658886e-05,7.267862860118064e-05,0.0027409530919704343,0.0026816278870647856,0.07187521391474413,0.00010315787807651695,9.114558884567069e-05,0.002591614616998055,0.0028262140141942288,0.002591621241334455,0.0028262065168211206
0.10026431083679199,-1.4315224587060897,-2.000142392676236,-0.061840124449382985,0.0,0.04348315671086311,0.0,-0.054153837284694875,8.950497892833835e-05,-7.012329029555417e-06,0.004331422568222026,-0.0009536666844253709,-0.0019132299386810147,0.018133621058292044,8.975332708743322e-05,-2.157379919547001e-06,-0.0008487105374588653,-0.001962044690330606,-0.000848719881982937,-0.0019624334499171257
0.14987397193908691,-1.4315335855377405,-2.0001641228486755,-0.06146835466373717,0.0,0.0435355007648468,0.0,-0.05378206749904906,1.277902599486891e-05,-0.00010549916197626584,0.0018822300965746696,-0.0017067078581568136,0.0006768955973215728,-0.07711278074927148,1.8431776826925073e-05,-0.00010465966886090525,-0.0017406274146392032,0.0005841708364630937,-0.0017408244082178308,0.0005841361436180167
0.19993948936462402,-1.4315211849543923,-2.0001529083240404,-0.06165251282847645,0.0,0.043005529791116714,0.0,-0.053966225663788336,-8.061143152829588e-05,6.0457360478175854e-05,-0.003354807619739178,-0.0038081366035490473,0.002657174653076187,-0.017692574957903502,-8.375514764288369e-05,5.6021161826116985e-05,-0.003945920722204257,0.002447895255585839,-0.0039461086624248175,0.002447614273178334
0.2504410743713379,-1.4315416923958322,-2.0001580428271115,-0.06180573794527198,0.0,0.043258823454380035,0.0,-0.05411945078058387,-0.0003701942378902525,0.00016172519354002804,0.00010293909849290959,0.0017378726204929703,0.0033838282602875087,0.05594071031950042,-0.00037840044321305657,0.00014146348139667262,0.001552286656809256,0.0034728808034931798,0.0015523012189325007,0.0034729197556936735
0.300067663192749,-1.431558251827394,-2.000136715075749,-0.06164220572452884,0.0,0.043459001928567886,0.0,-0.05395591855984073,9.339858030756337e-05,0.00039927390472876533,0.0022464335472005457,0.0060251776009759,-0.0021752732794557,-0.025900015859201115,7.172992148755368e-05,0.00040372981579790825,0.006133721284035991,-0.0018471713979432256,0.006134628236238205,-0.0018473325344451933
0.34987425804138184,-1.431532405477642,-2.000118341751608,-0.06158236790577064,0.0,0.04336964339017868,0.0,-0.05389608074108253,0.00022890835315221886,-5.4569153988629396e-05,-0.002472381935492086,-0.001968293202149047,-0.00595710732806554,-0.052325987493753855,0.00023151560843450442,-4.2158626176583585e-05,-0.0016445258346829892,-0.0060544892952897784,-0.001644421602457205,-0.0060539169002817
0.4002413749694824,-1.431535321228002,-2.0001421814704528,-0.061889873399936825,0.0,0.043214257806539536,0.0,-0.054203586235248714,-0.00010377265561661889,-0.00019747164777593845,-0.0029952548424317096,-0.0033144795069637873,0.0005307291328589502,0.03610704189288124,-9.292181843650307e-05,-0.00020280372626636632,-0.0033383650187014105,0.0003503809590415213,-0.003337757569858248,0.0003501026345148818
0.4500706195831299,-1.4315428031201622,-2.0001381276922228,-0.0618824815428726,0.0,0.04307258129119873,0.0,-0.05419619437818449,-0.00010319043385023957,-1.3920259119555978e-06,0.0011454122882100853,-6.913474861752074e-05,0.0006684097192398717,0.05200363901393244,-0.00010296351847097114,-6.979773521985376e-06,-0.00010524077325779532,0.0006636833174676256,-0.00010524876797615632,0.0006638012531469197
0.5002095699310303,-1.4315456369894113,-2.0001423206287705,-0.061775368600997686,0.0,0.04349428415298462,0.0,-0.054089081436309576,-0.0001106839316450328,-0.0001306519346487735,0.0022034550812230448,0.0007551369191888454,0.0004900296636715497,-0.030270962888971246,-0.00010345866325951713,-0.00013644473514365997,0.0007275402311536649,0.000530137765163872,0.0007272395813087065,0.0005303657316811278
0.5499694347381592,-1.4315538603137903,-2.000151179665692,-0.061662358991011086,0.0,0.043366774916648865,0.0,-0.053976071826322976,-2.7753150343454815e-05,4.756135687964973e-05,-0.0018786210380000044,0.0018821464339687734,0.0028864566512014724,-0.050083518417712476,-3.0278660772119354e-05,4.599481192555016e-05,0.0017236814104423577,0.002983794495849544,0.0017235950036210356,0.002983737613720415
0.6004283428192139,-1.4315484183760825,-2.000137554087947,-0.06196364169614797,0.0,0.04314219951629639,0.0,-0.05427735453145986,7.794247436318833e-05,0.00015862520892957383,-0.0028158536765228426,0.0016246518829926896,0.0027054345016696906,0.023390867743538674,6.922216217544246e-05,0.00016262004329591098,0.0014754875957308327,0.002789588847586839,0.0014750296814840416,0.002789783767066697
0.6501588821411133,-1.4315460513003546,-2.000135287093665,-0.061944477814829486,0.0,0.04304027929902077,0.0,-0.054258190650141376,0.00013501982403575158,0.00031861734458682255,0.00046489707550071915,0.001195361612493343,-0.003978515879695053,0.05146779433066367,0.00011754200733250053,0.00032547080002121503,0.00140936367263157,-0.003907834698125657,0.0014095149830546608,-0.0039078893430611146
0.7003946304321289,-1.4315349209455195,-2.0001057030948397,-0.061917167661388064,0.0,0.04265400394797325,0.0,-0.054230880496699954,0.00019743833711913575,-0.00023909225377257155,0.002329190654338639,-0.0029461476018700413,-0.004438543443134685,-0.007087710411277704,0.00021010790514855597,-0.0002280387488399782,-0.002701228219832566,-0.004591712065556668,-0.0027017593655551913,-0.004592201446925743
0.7502443790435791,-1.4315262905862765,-2.0001592167606894,-0.061711359610809424,0.8681989312171936,0.04265400394797325,1.0,-0.054025072446121314,-0.00015984682264541953,-0.00012561648144249394,-0.0002444799429127903,-0.04570253860444147,-0.021604913119868036,-0.14372473093196866,-0.0001528304675226815,-0.00013406474300362204,-0.04446921934236192,-0.024041273612028406,-0.0444691865662212,-0.024041310976012382
0.8001935482025146,-1.4315508734854285,-2.000118239483742,-0.06194156649510733,0.8681701421737671,0.04332521930336952,1.0,-0.054255279330419216,-0.0043636255549633985,-0.00239523920165861,-0.012014381949511719,0.2323375893228783,-0.12453017864095338,-0.11733708351631383,-0.0042273140441187575,-0.0026283483006420815,0.23874882000508418,-0.11174758051472135,0.23878039798546444,-0.11179836908026793
