elapsed time sensors,current,voltage,acc x (IMU),acc y (IMU),W (IMU),vel encoder,safety_value,throttle,steering,vicon time,vicon x,vicon y,vicon yaw,unwrapped yaw,vx_abs_filtered,vy_abs_filtered,w,ax_abs_filtered_more,ay_abs_filtered_more,acc_w,vx body,vy body,ax body no centrifugal,ay body no centrifugal,ax body,ay body,steering angle,Vx_wheel_front,slip angle front,slip angle rear,Fx wheel,Fy rear wheel,Fy front wheel,V_y front wheel,V_y rear wheel
0.0967330932617187,0.0,0.0,-0.3600000143051147,0.270000010728836,0.0010908305412158,0.0,0.0,0.0,0.8378345966339111,0.1200654506683349,-0.40840323471771856,0.015284946273898512,-0.8679328845108446,-0.8602465973461565,-3.2049332350048514e-05,-1.4823620425405262e-05,0.0007181876575119169,0.0003402724257756429,0.00010773696884532359,-0.0007204255448803432,-9.667840061287837e-06,-3.396221864292314e-05,0.00014027789059379097,0.00032819916454764937,0.0001402534993475399,0.0003282061078710562,0.29662455851647673,-2.2757979878192476e-06,6.40749989248556e-05,-0.0002518896899495756,0.0002933225964559725,0.00026052652089203477,0.00022175113463212181,2.5629788442338373e-05,-0.0001007602617542111
0.0967330932617187,0.0,0.0,-0.3600000143051147,0.270000010728836,0.0010908305412158,0.0,0.0,0.0,0.8378345966339111,0.1299161911010742,-0.40839127840365175,0.015286896697599162,-0.8680540026808182,-0.8603677155161301,1.525952667610333e-05,7.235031075361933e-06,-0.0002999853231538244,0.00015713190449718705,-0.00012584629117533025,-0.0006936167865986853,4.466884009145153e-06,1.6286367805284435e-05,0.00019787680833045892,3.704717450022254e-05,0.00019787192265914986,3.704851449986551e-05,0.29662455851647673,1.9744674648596622e-06,-2.205529863661318e-05,0.00011047160980514703,0.0003088038922247655,4.636948183413025e-05,-3.787605544182058e-05,-8.822096042464322e-06,4.418775588845449e-05
0.0967330932617187,0.0,0.0,-0.3600000143051147,0.270000010728836,0.0010908305412158,0.0,0.0,0.0,0.8378345966339111,0.1400055885314941,-0.40838672913043217,0.015285610570396825,-0.8680018705117171,-0.860315583347029,-3.511443606256037e-05,-4.627454190238559e-05,0.000357414077560316,-0.0003805075427579165,2.3905257881668364e-05,-0.0035028254186238775,1.217676897586628e-05,-5.6798619222439384e-05,-0.00026628770537298125,-0.00027285217502752115,-0.00026630800599907736,-0.0002728565271761723,0.29662455851647673,3.451976060222773e-06,-7.59123913281159e-05,-0.00022511585196008447,-0.0005085770021138284,-0.00010296875455626704,-0.00025979344090684643,-3.0365147232370018e-05,-9.004140850145043e-05
0.0967330932617187,0.0,0.0,-0.3600000143051147,0.270000010728836,0.0010908305412158,0.0,0.0,0.0,0.8378345966339111,0.1499054431915283,-0.40839828746567375,0.015288918740610915,-0.8678821258804864,-0.8601958387157983,-8.524798453561617e-05,2.6360484710416693e-05,-0.00011125434524761378,0.0003384312818600253,1.9926807143094727e-05,-0.004436733522133189,-7.55867911121415e-05,-4.742078690745496e-05,0.00020565108779632967,0.0002695189052228513,0.0002056563635649282,0.00026951049586389675,0.29662455851647673,-8.876408891652339e-05,-7.951604507385555e-05,-9.265125180065416e-05,0.00034860344246218056,0.0003204594683876642,5.307499709723023e-05,-3.182017674903314e-05,-3.707311179435973e-05
0.0967330932617187,0.0,0.0,-0.3600000143051147,0.270000010728836,0.0010908305412158,0.0,0.0,0.0,0.8378345966339111,0.1599762439727783,-0.4084029115828399,0.015284651545457216,-0.8679567822664812,-0.8602704951017931,-6.16664696540496e-05,5.6059383701304e-05,-0.00036821845392163267,0.0004783829586503311,-0.00012821451232819091,-0.002013415874274267,-8.271495157185527e-05,-1.0180607399830583e-05,0.00040920592843398653,0.0002789977140284116,0.0004092096771215033,0.0002789672568568276,0.29662455851647673,-9.074146443883944e-05,-3.474210246329599e-05,6.014532280234262e-05,0.0006849571481755156,0.0002602790281113704,7.655345919272032e-05,-1.3902797241553478e-05,2.4067088034869777e-05
0.0967330932617187,0.0,0.0,-0.3600000143051147,0.270000010728836,0.0010908305412158,0.0,0.0,0.0,0.8378345966339111,0.1700978279113769,-0.4083861222159244,0.015282691275773481,-0.8680476706798228,-0.8603613835151347,-5.8117420754020424e-05,4.563730906680596e-05,0.00038656958173810557,0.0001774123639929559,8.393571479512665e-05,0.0005255211185900913,-7.249871703369527e-05,-1.429456548577805e-05,5.207203434236947e-05,0.0001892322761982876,5.2066508498168505e-05,0.00018926030199700787,0.29662455851647673,-6.441599509662432e-05,9.316756915665105e-05,-0.00012558172340218398,0.00013246848303934548,0.00012414977952122802,0.0001611167039863814,3.727708117914853e-05,-5.0249084219659336e-05
0.0967330932617187,0.0,0.0,-0.3600000143051147,0.270000010728836,0.0010908305412158,0.0,0.0,0.0,0.8378345966339111,0.1798911094665527,-0.40840598541361556,0.015285719418699481,-0.8678249608918059,-0.8601386737271178,5.303205885347619e-05,1.810235352743039e-05,-0.0004644661556907623,0.00043982791348976105,-6.222491335996618e-05,-0.0011200533148931833,2.087415689974769e-05,5.200350029753141e-05,0.00033407630199640785,0.0002927687786834807,0.0003340521481305422,0.00029277847402288924,0.29662455851647673,2.4235373132342672e-05,1.9698438837688675e-05,0.00023803014022381644,0.0005799516712370077,0.0002456261509226495,0.00013183220816703607,7.878450120533506e-06,9.520311528263148e-05
0.1946344375610351,0.0,0.0,-0.3600000143051147,0.2899999916553497,0.0,0.0,0.0,0.0,0.8378345966339111,0.1899139881134033,-0.40839294616004124,0.015287616990241584,-0.8680332654895877,-0.8603469783248996,1.3455602036884949e-06,1.2343187062863072e-05,-0.00035945342757839855,0.0001341665346511446,-0.00024103759594975487,0.0023404158381205554,-8.479446208029672e-06,9.069938871663454e-06,0.0002702230941205485,-5.5491090144736586e-05,0.00027021983389993314,-5.549413811074003e-05,0.29662455851647673,-1.3914900032491714e-05,-4.128894773486889e-05,0.00010625196114769179,0.00042206998129336635,-0.00010550691026855921,-5.0509707518987706e-05,-1.6516837762695722e-05,4.2502406417910143e-05
0.1946344375610351,0.0,0.0,-0.3600000143051147,0.2899999916553497,0.0,0.0,0.0,0.0,0.8378345966339111,0.2004849910736084,-0.4083952915762671,0.015290908391367241,-0.8679403258322854,-0.8602540386675973,2.5912896109528444e-05,-5.349193675083927e-05,0.0005304844661248085,0.00037982098971057446,-0.00016130517710858595,-0.0047385718014307425,5.7448886119512344e-05,-1.5247654434905906e-05,0.00037000697355482723,0.00018269697290198856,0.0003699988849110047,0.00018266649716030598,0.29662455851647673,6.296390804029107e-05,2.3658715221454774e-05,-0.00016151068466484017,0.0005776468197644301,0.00026518022475447995,-7.009251179302561e-05,9.460675169753816e-06,-6.45875781546136e-05
0.1946344375610351,0.0,0.0,-0.3600000143051147,0.2899999916553497,0.0,0.0,0.0,0.0,0.8378345966339111,0.2099800109863281,-0.4083898322978097,0.015284643199006662,-0.8680911534652613,-0.8604048663005732,0.00010399066492425046,1.6869537846153374e-05,-0.00010223134828669724,7.37333579853808e-05,0.00022145202511143032,0.004586708892422503,5.502658481342053e-05,8.983715635694383e-05,-0.00011980047482269913,0.000200313388813653,-0.00011980965899631974,0.00020031901425561008,0.29662455851647673,7.647714832799254e-05,0.00015496306451076453,0.0002484255163654254,-9.623819830490033e-05,1.9773130150206698e-05,0.0003260404065559631,6.196057909588254e-05,9.934560994668905e-05
0.1946344375610351,0.0,0.0,-0.3600000143051147,0.2899999916553497,0.0,0.0,0.0,0.0,0.8378345966339111,0.2198805809020996,-0.4083930546141081,0.015287377933137898,-0.8678706441144933,-0.8601843569498052,6.801361323737878e-05,2.153445291286921e-05,-0.0001439985748599172,0.0003456772551453845,3.883536419649671e-05,-0.007115924758976463,2.804281154191103e-05,6.559866590629102e-05,0.00019604873091768376,0.0002873427314944427,0.00019603928480328055,0.0002873467696193398,0.29662455851647673,4.2604377403511993e-05,0.00010865665455946987,0.00019750455443613045,0.0003161566171861307,0.0004077407034355181,-3.4280121861461674e-06,4.345274906797375e-05,7.899185487417185e-05
0.1946344375610351,0.0,0.0,-0.3600000143051147,0.2899999916553497,0.0,0.0,0.0,0.0,0.8378345966339111,0.2299377918243408,-0.408383596814887,0.015291787824590886,-0.8680741900278687,-0.8603879028631806,3.1425114644446834e-05,-2.5168244096691312e-05,-0.00013871776777558696,-5.0247519866091034e-05,-0.000457387331748095,0.0023008711789307716,3.957361748746836e-05,7.4099352414715985e-06,0.00031397472736420946,-0.0003363745755447422,0.0003139736994745334,-0.00033636908598086153,0.29662455851647673,3.674764987565632e-05,-3.790271285304066e-05,5.07889442864682e-05,0.00041824177764816843,-0.0003102990770760149,-0.00029980048826239056,-1.5158685657750648e-05,2.031196068740672e-05
0.1946344375610351,0.0,0.0,-0.3600000143051147,0.2899999916553497,0.0,0.0,0.0,0.0,0.8378345966339111,0.2399320602416992,-0.40839364035091713,0.015281126996743097,-0.8679430294595772,-0.8602567422948891,-7.576413876388832e-05,4.759856433346815e-06,-0.0006974593700791316,0.00025766771985649315,2.4186762708623142e-05,-0.005416398801805679,-5.302463879215021e-05,-5.43253958739538e-05,0.00014972812564245137,0.0002110903639154705,0.00014976601539883693,0.00021105338138429985,0.29662455851647673,-8.29970624221133e-05,-0.00022525283996198978,2.6355525158603762e-05,0.00023949583251218833,0.0003047690898710168,-9.173964652971826e-06,-9.014155567531647e-05,1.0544726278130836e-05
0.1946344375610351,0.0,0.0,-0.3600000143051147,0.2899999916553497,0.0,0.0,0.0,0.0,0.8378345966339111,0.2499189376831054,-0.4084036772231308,0.015295606488934861,-0.8680364188811324,-0.8603501317164443,6.760300217855052e-05,3.980459428284624e-06,-0.0008862552666939086,0.0006398339584883073,-0.0005149777093618618,0.002129044433947144,4.107132009687083e-05,5.3843816973852256e-05,0.0008076714899671206,0.0001491854546150481,0.0008076237706007486,0.00014922185428879403,0.29662455851647673,3.41649895888555e-05,-7.184132602452853e-05,0.00034074717527611027,0.0013009206761520487,5.037620371856781e-05,-1.9351779783463988e-05,-2.8732609416232764e-05,0.00013627369013168136
0.1946344375610351,0.0,0.0,-0.3600000143051147,0.2899999916553497,0.0,0.0,0.0,0.0,0.8378345966339111,0.2598824501037597,-0.40839733763198516,0.015291419252005329,-0.8680818819840411,-0.860395594819353,9.562563178392857e-05,-2.5629244360715834e-05,-0.0004024686948809112,0.00033949306416203095,-0.000598228344554072,0.0038847853735521375,8.179061742385364e-05,5.5780054876286943e-05,0.0006749134679879806,-0.00013275731079856766,0.0006748910182620941,-0.00013272439263551958,0.29662455851647673,8.505400006864045e-05,-3.859341055562591e-06,0.0002331191014819025,0.0010394403418097998,-0.00020492368465817174,-0.00017536289286011815,-1.5431332469698123e-06,9.321333704203179e-05
0.1946344375610351,0.0,0.0,-0.3600000143051147,0.2899999916553497,0.0,0.0,0.0,0.0,0.8378345966339111,0.2704133987426758,-0.4083989047937253,0.015286017752750503,-0.867873134844251,-0.8601868476795629,3.551141336642891e-05,1.6800835055750525e-05,0.00010518994987171137,0.0007368845767724608,-0.0002870902508276235,-0.0033123632139694095,1.0429511962316938e-05,3.787550419571744e-05,0.000698270961340286,0.00037126453662356335,0.0006982749454626737,0.00037126343954372286,0.29662455851647673,2.3519617967137643e-05,0.00010318932445907064,7.02329796951264e-05,0.0011433466281048103,0.0003638927948747749,4.554108963616151e-05,4.1270011178000734e-05,2.80918735068425e-05
0.1946344375610351,0.0,0.0,-0.3600000143051147,0.2899999916553497,0.0,0.0,0.0,0.0,0.8378345966339111,0.2800865173339844,-0.4083863516977734,0.015291781893602625,-0.8680276581825797,-0.8603413710178915,8.792565081188558e-05,-1.2439333284870258e-05,-0.00022390897356787601,-3.898796585205029e-05,-0.000610388866679409,-0.002853573858429736,6.677306500857325e-05,5.85407112412086e-05,0.0004372874620722352,-0.00042763805438931346,0.00043727435428166924,-0.0004276231033008654,0.29662455851647673,7.570017832519711e-05,4.809558548009659e-05,0.00019847536496486406,0.0005427609070604942,-0.0002344117443617425,-0.0005503365012528499,1.9231254032736178e-05,7.936630064385444e-05
0.2945556640625,0.0,0.0,-0.4000000059604645,0.25,0.0010908305412158,0.0,0.0,0.0,0.8378345966339111,0.2900693416595459,-0.4083873810479008,0.015288179563837321,-0.868027465246653,-0.8603411780819649,2.677301633505259e-05,-4.80992038029771e-05,0.0004670314518277145,0.00013686056329910372,-0.0003089421032610272,0.004224075468448205,5.39231240821435e-05,-1.1073594690933717e-05,0.0003234557990379264,-9.773629327241597e-05,0.000323450627320921,-9.776147706734314e-05,0.29662455851647673,5.9319315796564184e-05,2.400339866137672e-05,-0.00013631258064492397,0.0005090599154950185,-0.00018865196562655712,-4.761631528447532e-05,9.598667809739476e-06,-5.4511805759045024e-05
0.2945556640625,0.0,0.0,-0.4000000059604645,0.25,0.0010908305412158,0.0,0.0,0.0,0.8378345966339111,0.3001542091369629,-0.4083823771525569,0.015282128972905182,-0.8680082365406433,-0.8603219493759552,3.2866177334034054e-05,-2.9435564327203316e-05,-0.0005794139772174781,-0.0002727918437198188,0.00020880528786526077,-0.0004777915888341877,4.3748810846947035e-05,5.7166081981492725e-06,-0.0003361984392165186,-7.060911916267865e-05,-0.00033620175149921084,-7.058377049018729e-05,0.29662455851647673,2.9877309956360798e-05,-0.00012981628060749315,0.0001490478986308445,-0.0005402914833705594,-3.852116279140873e-05,1.214848834765536e-05,-5.1921333006612214e-05,5.9607425486127675e-05
0.2945556640625,0.0,0.0,-0.4000000059604645,0.25,0.0010908305412158,0.0,0.0,0.0,0.8378345966339111,0.3100097179412842,-0.4083799157437096,0.015285465914860148,-0.8680401732979659,-0.8603538861332778,-1.1804259555876757e-06,1.5784078888809232e-05,0.0005322634979190869,-0.0007303643785708419,-0.0004856796586372489,0.0014654168207803337,-1.2735327907578371e-05,9.399041168716828e-06,-0.00010814034767277215,-0.000870415143195693,-0.00010813534490624261,-0.0008704083646455137,0.29662455851647673,3.0906726848451173e-06,0.00013421310109888604,-0.00010026012554658579,-0.0003746157141298462,-0.0006786078626959682,-0.0006670812932340638,5.368237006205252e-05,-4.010634883441636e-05
0.2945556640625,0.0,0.0,-0.4000000059604645,0.25,0.0010908305412158,0.0,0.0,0.0,0.8378345966339111,0.3197526931762695,-0.4083896532668382,0.0152892464294196,-0.8679616391891835,-0.8602753520244953,3.697800552764506e-05,-7.068693637215464e-06,-0.0007027717355020319,-0.0001562339487460493,-0.0004745107923663411,-0.0003109945417341776,2.9476345650381073e-05,2.3419743159108715e-05,0.00025778943101324465,-0.0004279183894982589,0.0002577729722796997,-0.00042789767435566994,0.29662455851647673,1.8500426789614536e-05,-0.00010079340464885224,0.00022198934720573174,0.00028687264436216733,-0.0003050493087974178,-0.0004350098161622255,-4.031511213655727e-05,8.878396404824373e-05
0.2945556640625,0.0,0.0,-0.4000000059604645,0.25,0.0010908305412158,0.0,0.0,0.0,0.8378345966339111,0.3297514915466308,-0.40838499855642524,0.015281867193978413,-0.8680817233876188,-0.8603954362229307,5.2182984470189545e-06,-8.41671037845101e-05,0.00015980996017432835,-0.00012796373757085398,-0.00012667849418692117,-0.0017959924032651593,6.721017289994426e-05,-5.093255007276049e-05,1.2585047451914731e-05,-0.00017962120031666992,1.2576907923116027e-05,-0.00017963194117172435,0.29662455851647673,5.3147581104579804e-05,-0.0001401583150546186,-0.00016454060236735456,-4.082227955747467e-05,-8.191149129739503e-05,-0.00020442084629593676,-5.6051892921645094e-05,-6.579634297936703e-05
0.2945556640625,0.0,0.0,-0.4000000059604645,0.25,0.0010908305412158,0.0,0.0,0.0,0.8378345966339111,0.3400022983551025,-0.40840188170890757,0.015286562526022727,-0.8681413600909685,-0.8604550729262804,1.6418260136489506e-05,-4.143726893937662e-05,-0.0007258478618933545,0.0009057222019309962,-0.0002588309664007182,0.006209653016328148,4.212145058124303e-05,-1.4573603672241377e-05,0.0007868446306543504,0.0005178819396822801,0.000786855208873416,0.0005179125134471244,0.29662455851647673,1.894516884431681e-05,-0.0002053096562378813,0.0001323673551110442,0.0013956906693199916,0.00020759364585621918,0.0004098661183976912,-8.212162135859519e-05,5.293690874586429e-05
0.2945556640625,0.0,0.0,-0.4000000059604645,0.25,0.0010908305412158,0.0,0.0,0.0,0.8378345966339111,0.3494150638580322,-0.4083848000163532,0.01528971288056153,-0.8680589423325582,-0.8603726551678701,4.240504581193365e-05,-7.638252273607345e-05,0.00031351050215131253,-0.0003297976638200336,-0.0005083839917003181,0.0033080141694771057,8.555915700379274e-05,-1.766658831351745e-05,0.0001703194075919754,-0.0005815600411615463,0.00017031386893100195,-0.0005815868648558222,0.29662455851647673,8.403478289165511e-05,-4.444362040815072e-05,-0.00011710992310113601,0.0001430568083320056,-0.0005179189266671469,-0.0004426948776085946,-1.7770796340845406e-05,-4.682594216693204e-05
0.2945556640625,0.0,0.0,-0.4000000059604645,0.25,0.0010908305412158,0.0,0.0,0.0,0.8378345966339111,0.3599340915679931,-0.4083837904873335,0.015279526776919355,-0.868037259040434,-0.8603509718757459,6.21783272929428e-06,-6.356106844617681e-05,0.0004085748677432253,-0.0005443405359975134,0.00014506089193580906,0.004982350205371923,5.223892768128755e-05,-3.67391521483317e-05,-0.00046496988321928826,-0.0003180444767612136,-0.0004649848939135183,-0.00031806582027418205,0.29662455851647673,4.8831479733383634e-05,-4.739373862170106e-05,-0.00018689483073532193,-0.0007562895736184429,-0.0003711428591983322,-1.3450517532220007e-05,-1.8953492310453817e-05,-7.47403644279341e-05
0.2945556640625,0.0,0.0,-0.4000000059604645,0.25,0.0010908305412158,0.0,0.0,0.0,0.8378345966339111,0.3699560165405273,-0.40837902496917333,0.015286049060235181,-0.8680266476069795,-0.8603403604422913,8.91549959884817e-05,-1.174002843669131e-05,-0.00027543333028765145,-0.0006198185071134578,-0.00028634747069140886,0.0020298375521521582,6.704475964152512e-05,5.992863908024805e-05,-0.00018716304239144543,-0.0006566124056812366,-0.00018717954873608692,-0.0006565939393198102,0.29662455851647673,7.515347831882804e-05,4.1297378796762e-05,0.00021393068264165613,-0.00043779722147692477,-0.0005375254945675706,-0.00045101959171328345,1.6513032389717874e-05,8.554646650794215e-05
0.2945556640625,0.0,0.0,-0.4000000059604645,0.25,0.0010908305412158,0.0,0.0,0.0,0.8378345966339111,0.3798339366912842,-0.40838840531040665,0.015283232263233713,-0.8678697298850221,-0.860183442720334,4.523669473327597e-05,-0.00010394052218295035,-0.0010350177806397894,-0.000702946571006138,-8.105383942144378e-05,-0.0041094417119133305,0.00010829081575209113,-3.3512533861268134e-05,-0.0003970951999133369,-0.000585678246804533,-0.0003970605138449162,-0.0005855661638847497,0.29662455851647673,6.941525743988039e-05,-0.0003585093907124345,0.00015696048763129354,-0.0007943763019825675,-0.0003154663659589582,-0.0005076007472355403,-0.000143372921767712,6.275361831913054e-05
0.3939056396484375,0.0,0.0,-0.3899999856948852,0.2300000041723251,-0.0010908305412158,0.0,0.0,0.0,0.8378345966339111,0.3901031017303467,-0.40838758649363227,0.015277988053266585,-0.8679397708772151,-0.860253483712527,2.8743555059651645e-05,-4.9503658747916164e-05,0.0004861604963013225,-0.00011103361182612529,0.0001642034158400755,0.0007858587151134754,5.627201546873084e-05,-1.050068864333568e-05,-0.00019688864644625044,2.2936556613119225e-05,-0.0001968937514662528,2.2909199382151072e-05,0.29662455851647673,6.2183133115202e-05,2.7339198541019617e-05,-0.00013933046111426172,-0.00029136015235970363,-4.956603824066021e-06,9.081615385293491e-05,1.0932458783116074e-05,-5.571807639885004e-05
0.3939056396484375,0.0,0.0,-0.3899999856948852,0.2300000041723251,-0.0010908305412158,0.0,0.0,0.0,0.8378345966339111,0.3999428749084472,-0.4083887361580863,0.015285037235997053,-0.8680558945180455,-0.8603696073533574,-2.849758776623068e-05,-1.1844075899710008e-05,0.000435185166901856,-0.0002637270002254473,-3.215703827786825e-07,0.0055403490754510395,-9.6061100780117e-06,-2.932775633391061e-05,-0.00017174771627450407,-0.0002001368432096315,-0.0001717604792790391,-0.0002001326627730139,0.29662455851647673,-7.520330762673479e-06,2.0648175899328048e-05,-0.00017450238114253706,-0.0002696632121415729,-0.0003001737100698859,2.740845200173836e-05,8.259506810813474e-06,-6.98039706437073e-05
0.3939056396484375,0.0,0.0,-0.3899999856948852,0.2300000041723251,-0.0010908305412158,0.0,0.0,0.0,0.8378345966339111,0.4099318981170654,-0.4083900683262071,0.0152877992553671,-0.8679847263744016,-0.8602984392097135,-4.204707086405761e-05,-8.024302643937682e-05,0.00019078151046145593,-8.453195394169238e-05,-0.00019516155018717486,-0.005184002547661413,3.340362900370041e-05,-8.420865175135364e-05,9.280703029485768e-05,-0.00019136493157449446,9.279096484108264e-05,-0.00019137130436929067,0.29662455851647673,1.1819684831303858e-05,-0.00018902304761227471,-0.0002549210139700695,5.1932690487939426e-05,3.3317414924424756e-06,-0.0003281568379736049,-7.560927851997451e-05,-0.00010195308306724479
0.3939056396484375,0.0,0.0,-0.3899999856948852,0.2300000041723251,-0.0010908305412158,0.0,0.0,0.0,0.8378345966339111,0.419872522354126,-0.4083856593109916,0.015285964251373862,-0.868011192798274,-0.8603249056335859,3.676808250694e-05,-7.336388169241471e-05,-0.00020619497704231862,-0.0002186897360295067,-0.0005235455065053004,0.0014486460202864531,7.959364099890212e-05,-1.997506797869925e-05,0.00025424850622230403,-0.0005072305147664855,0.0002542526249809873,-0.0005072141029575071,0.29662455851647673,6.54279388072933e-05,-0.00014563634622688002,-1.993320686319823e-06,0.00027591224983051084,-0.00041192896152485295,-0.0004524892715472574,-5.823945641770627e-05,-7.970428180882331e-07
